"user_ptr_id"	"reputation"	"gold"	"silver"	"bronze"
"100008253"	"3606"	"5"	"24"	"60"
"100042350"	"55"	"0"	"0"	"9"
"100025713"	"783"	"4"	"11"	"25"
"100000172"	"257"	"1"	"3"	"7"
"100004574"	"688"	"2"	"5"	"17"
"100006162"	"67"	"0"	"0"	"5"
"100059432"	"625"	"1"	"7"	"9"
"100005124"	"568"	"0"	"0"	"10"
"100022894"	"48"	"1"	"1"	"6"
"100026353"	"23"	"0"	"0"	"3"
"100043421"	"57"	"0"	"3"	"2"
"100093352"	"185"	"0"	"0"	"7"
"100067837"	"27"	"0"	"0"	"4"
"100006986"	"43"	"0"	"1"	"6"
"100011378"	"26"	"0"	"0"	"3"
"100010797"	"3698"	"4"	"19"	"48"
"100006019"	"11"	"0"	"0"	"2"
"100006036"	"11"	"0"	"0"	"5"
"100000052"	"11"	"0"	"0"	"2"
"100000680"	"11"	"0"	"0"	"2"
"100001100"	"11"	"0"	"0"	"3"
"100036517"	"426"	"0"	"0"	"6"
"100006912"	"26"	"0"	"0"	"2"
"100000456"	"97"	"0"	"1"	"5"
"100025877"	"1343"	"0"	"0"	"18"
"100000594"	"1617"	"0"	"10"	"41"
"100020301"	"284"	"0"	"0"	"4"
"100104909"	"107"	"0"	"0"	"2"
"100000420"	"913"	"4"	"9"	"19"
"100012406"	"736"	"0"	"0"	"14"
"100002006"	"1128"	"1"	"4"	"33"
"100072308"	"7"	"0"	"0"	"0"
"100019875"	"7958"	"1"	"4"	"18"
"100031242"	"188"	"1"	"2"	"2"
"100009599"	"351"	"1"	"3"	"11"
"100003038"	"751"	"2"	"6"	"17"
"100027392"	"154"	"0"	"0"	"4"
"100009760"	"1"	"0"	"1"	"3"
"100066798"	"233"	"0"	"0"	"5"
"100008130"	"57"	"0"	"0"	"6"
"100014048"	"98"	"0"	"0"	"6"
"100005404"	"34"	"0"	"0"	"8"
"100025722"	"36"	"0"	"4"	"7"
"100001193"	"369"	"2"	"2"	"15"
"100071784"	"94"	"0"	"0"	"5"
"100003121"	"920"	"0"	"9"	"22"
"100003359"	"37"	"0"	"0"	"6"
"100030605"	"234"	"0"	"1"	"11"
"100078325"	"32"	"0"	"0"	"1"
"100005103"	"439"	"0"	"1"	"9"
"100001490"	"383"	"0"	"3"	"22"
"100005973"	"22"	"0"	"0"	"2"
"100014233"	"82"	"0"	"0"	"7"
"100004217"	"1401"	"1"	"14"	"34"
"100096796"	"46"	"0"	"0"	"3"
"100006092"	"11"	"0"	"0"	"3"
"100003534"	"16"	"0"	"0"	"2"
"100017223"	"416"	"3"	"2"	"9"
"100025474"	"202"	"2"	"6"	"9"
"100059851"	"409"	"0"	"0"	"9"
"100025197"	"3977"	"0"	"1"	"36"
"100001437"	"152"	"0"	"0"	"4"
"100041809"	"582"	"1"	"4"	"8"
"100001194"	"179"	"0"	"0"	"9"
"100012445"	"203"	"0"	"0"	"7"
"100006778"	"1"	"0"	"0"	"1"
"100071703"	"27"	"0"	"0"	"3"
"100079623"	"336"	"0"	"1"	"4"
"100007711"	"16"	"0"	"0"	"1"
"100028338"	"15"	"0"	"0"	"1"
"100003834"	"116"	"0"	"2"	"6"
"100040795"	"413"	"0"	"1"	"6"
"100023456"	"66"	"0"	"0"	"2"
"100088940"	"17"	"0"	"0"	"0"
"100024824"	"415"	"0"	"0"	"4"
"100004637"	"148"	"0"	"2"	"6"
"100004028"	"139"	"3"	"3"	"7"
"100005971"	"225"	"0"	"4"	"13"
"100033131"	"75"	"0"	"0"	"2"
"100002795"	"1502"	"5"	"21"	"44"
"100027327"	"49"	"0"	"0"	"1"
"100005119"	"107"	"0"	"0"	"3"
"100012640"	"184"	"0"	"1"	"8"
"100004457"	"2355"	"6"	"12"	"40"
"100032886"	"460"	"0"	"2"	"11"
"100010343"	"9686"	"32"	"76"	"98"
"100031418"	"3"	"0"	"1"	"1"
"100012072"	"550"	"0"	"1"	"7"
"100001179"	"72"	"0"	"1"	"2"
"100001505"	"69"	"0"	"0"	"7"
"100012918"	"85"	"0"	"0"	"1"
"100029216"	"243"	"0"	"0"	"5"
"100028383"	"4679"	"1"	"5"	"34"
"100037743"	"245"	"0"	"1"	"1"
"100071143"	"58"	"0"	"0"	"4"
"100000485"	"4419"	"6"	"21"	"55"
"100007232"	"954"	"0"	"0"	"13"
"100002781"	"82"	"0"	"2"	"6"
"100040252"	"762"	"0"	"0"	"6"
"100076102"	"26"	"0"	"1"	"3"
"100106198"	"201"	"0"	"0"	"6"
"100000824"	"267"	"2"	"5"	"19"
"100033246"	"1855"	"0"	"1"	"16"
"100105972"	"501"	"0"	"0"	"3"
"100077626"	"182"	"0"	"0"	"8"
"100015666"	"1"	"0"	"0"	"0"
"100000982"	"133"	"0"	"1"	"5"
"100001536"	"969"	"2"	"5"	"36"
"100004223"	"1351"	"0"	"0"	"28"
"100028236"	"218"	"1"	"1"	"8"
"100005455"	"33"	"0"	"0"	"3"
"100023661"	"3282"	"3"	"19"	"40"
"100031310"	"4"	"0"	"1"	"4"
"100008247"	"599"	"2"	"8"	"16"
"100007175"	"57"	"0"	"0"	"9"
"100044110"	"3"	"0"	"0"	"3"
"100008578"	"635"	"3"	"8"	"29"
"100020514"	"118"	"0"	"0"	"2"
"100011170"	"428"	"4"	"8"	"13"
"100017421"	"334"	"0"	"1"	"6"
"100008669"	"90"	"0"	"0"	"5"
"100007672"	"79"	"0"	"0"	"4"
"100043449"	"33"	"0"	"0"	"2"
"100040295"	"3"	"0"	"0"	"1"
"100005534"	"146"	"0"	"0"	"7"
"100032339"	"182"	"0"	"3"	"9"
"100018119"	"258"	"3"	"12"	"14"
"100002318"	"1662"	"6"	"9"	"23"
"100005409"	"2151"	"9"	"21"	"48"
"100011103"	"133"	"0"	"0"	"3"
"100044793"	"263"	"0"	"1"	"4"
"100069531"	"904"	"0"	"1"	"8"
"100012394"	"342"	"0"	"0"	"12"
"100044660"	"1218"	"0"	"1"	"14"
"100029417"	"31"	"0"	"0"	"0"
"100019956"	"729"	"1"	"7"	"20"
"100005330"	"3883"	"11"	"26"	"51"
"100003550"	"420"	"0"	"5"	"8"
"100014474"	"204"	"0"	"1"	"5"
"100081676"	"106"	"0"	"0"	"5"
"100109449"	"256"	"0"	"0"	"4"
"100020613"	"139"	"1"	"4"	"13"
"100007260"	"1913"	"0"	"5"	"20"
"100052368"	"196"	"0"	"0"	"6"
"100019554"	"5460"	"0"	"5"	"46"
"100006177"	"253"	"0"	"0"	"10"
"100071654"	"37"	"0"	"0"	"3"
"100076192"	"121"	"0"	"0"	"1"
"100040574"	"20"	"0"	"0"	"3"
"100007782"	"1723"	"9"	"18"	"37"
"100040890"	"1549"	"3"	"8"	"9"
"100007941"	"114"	"0"	"0"	"6"
"100027540"	"23707"	"1"	"5"	"32"
"100001611"	"1533"	"2"	"2"	"32"
"100070958"	"1367"	"0"	"2"	"19"
"100015471"	"533"	"0"	"0"	"17"
"100044201"	"16"	"0"	"1"	"1"
"100029900"	"17"	"0"	"0"	"0"
"100000315"	"4033"	"5"	"12"	"46"
"100020635"	"196"	"2"	"4"	"7"
"100074809"	"363"	"0"	"1"	"4"
"100006484"	"828"	"2"	"9"	"24"
"100006897"	"905"	"3"	"4"	"31"
"100025620"	"172"	"0"	"3"	"2"
"100015507"	"139"	"0"	"1"	"6"
"100025505"	"142"	"0"	"0"	"6"
"100059450"	"755"	"0"	"3"	"5"
"100070837"	"1110"	"0"	"0"	"22"
"100021198"	"729"	"0"	"0"	"10"
"100030343"	"167"	"0"	"0"	"8"
"100074138"	"4"	"0"	"0"	"1"
"100003544"	"868"	"0"	"4"	"51"
"100041733"	"1923"	"0"	"4"	"9"
"100042178"	"640"	"3"	"7"	"15"
"100041171"	"63"	"0"	"0"	"3"
"100004980"	"203"	"1"	"7"	"12"
"100044280"	"135"	"0"	"1"	"12"
"100000250"	"2379"	"2"	"17"	"61"
"100030691"	"4"	"0"	"0"	"1"
"100002511"	"1725"	"4"	"22"	"79"
"100021704"	"78"	"0"	"0"	"4"
"100039916"	"37"	"0"	"0"	"1"
"100078295"	"131"	"0"	"0"	"5"
"100002767"	"261"	"0"	"2"	"8"
"100032115"	"451"	"0"	"0"	"22"
"100008267"	"1488"	"2"	"19"	"48"
"100017197"	"409"	"0"	"2"	"14"
"100015469"	"636"	"1"	"6"	"19"
"100089777"	"48"	"0"	"0"	"2"
"100004967"	"206"	"0"	"0"	"6"
"100000616"	"4063"	"15"	"29"	"61"
"100004534"	"2672"	"7"	"19"	"48"
"100013296"	"85"	"0"	"0"	"7"
"100042736"	"633"	"0"	"0"	"14"
"100007501"	"952"	"13"	"22"	"38"
"100119314"	"76"	"0"	"0"	"4"
"100017403"	"647"	"0"	"0"	"7"
"100077734"	"362"	"0"	"0"	"4"
"100012173"	"437"	"0"	"0"	"21"
"100021992"	"3575"	"2"	"12"	"44"
"100006707"	"656"	"0"	"0"	"17"
"100063122"	"2"	"0"	"0"	"0"
"100007310"	"437"	"1"	"1"	"8"
"100015246"	"75"	"0"	"0"	"6"
"100004557"	"2595"	"2"	"15"	"55"
"100000748"	"2"	"0"	"0"	"4"
"100023034"	"2408"	"2"	"11"	"33"
"100021290"	"14"	"0"	"1"	"3"
"100066772"	"672"	"0"	"3"	"8"
"100011808"	"992"	"4"	"11"	"18"
"100008409"	"3612"	"11"	"28"	"65"
"100020339"	"464"	"0"	"1"	"8"
"100002491"	"7"	"0"	"2"	"3"
"100012219"	"15896"	"16"	"47"	"115"
"100000632"	"984"	"1"	"3"	"26"
"100001922"	"115"	"0"	"0"	"8"
"100021868"	"29"	"0"	"0"	"1"
"100019793"	"118"	"0"	"0"	"7"
"100044766"	"32"	"0"	"0"	"1"
"100066829"	"1744"	"0"	"0"	"9"
"100013324"	"202"	"0"	"1"	"8"
"100023187"	"96"	"0"	"0"	"6"
"100012169"	"5401"	"0"	"12"	"53"
"100011588"	"459"	"1"	"1"	"18"
"100002777"	"50"	"1"	"1"	"6"
"100028028"	"560"	"0"	"0"	"6"
"100003517"	"2"	"0"	"0"	"0"
"100008880"	"3397"	"2"	"9"	"50"
"100019192"	"12"	"0"	"1"	"3"
"100032012"	"594"	"3"	"12"	"30"
"100011288"	"437"	"0"	"0"	"11"
"100003947"	"4701"	"5"	"16"	"57"
"100006433"	"58"	"0"	"1"	"4"
"100041300"	"287"	"0"	"0"	"9"
"100021556"	"340"	"2"	"8"	"20"
"100004871"	"5744"	"1"	"6"	"41"
"100012664"	"402"	"0"	"0"	"4"
"100016967"	"1249"	"0"	"1"	"9"
"100004666"	"1966"	"4"	"14"	"37"
"100104939"	"61"	"0"	"0"	"1"
"100004882"	"466"	"0"	"0"	"14"
"100104541"	"76"	"0"	"0"	"2"
"100007039"	"4388"	"11"	"23"	"43"
"100016551"	"162"	"0"	"0"	"7"
"100000431"	"62"	"0"	"0"	"4"
"100007682"	"52"	"0"	"2"	"9"
"100002123"	"284"	"4"	"8"	"23"
"100004663"	"2842"	"7"	"30"	"41"
"100004382"	"609"	"1"	"1"	"20"
"100021949"	"32"	"0"	"1"	"4"
"100009986"	"569"	"2"	"9"	"14"
"100031506"	"109"	"0"	"0"	"1"
"100106271"	"31"	"0"	"0"	"1"
"100064216"	"151"	"0"	"0"	"3"
"100007124"	"1272"	"4"	"7"	"17"
"100006577"	"118"	"0"	"0"	"5"
"100008230"	"22048"	"19"	"77"	"180"
"100000094"	"1197"	"7"	"20"	"30"
"100004544"	"2596"	"3"	"6"	"11"
"100078454"	"110"	"0"	"0"	"3"
"100005979"	"1146"	"1"	"12"	"43"
"100008010"	"486"	"3"	"5"	"12"
"100001295"	"4415"	"10"	"46"	"81"
"100000808"	"31"	"0"	"0"	"4"
"100062909"	"9"	"0"	"0"	"2"
"100004147"	"5584"	"2"	"6"	"21"
"100067989"	"1"	"0"	"0"	"2"
"100014729"	"18"	"0"	"0"	"1"
"100077197"	"38"	"0"	"0"	"4"
"100027004"	"1129"	"0"	"0"	"10"
"100021100"	"546"	"1"	"5"	"10"
"100000878"	"2550"	"2"	"5"	"11"
"100005987"	"114"	"0"	"0"	"5"
"100010888"	"11"	"0"	"2"	"3"
"100010887"	"16"	"0"	"0"	"1"
"100008382"	"3040"	"0"	"2"	"23"
"100078157"	"1"	"0"	"0"	"0"
"100091037"	"16"	"0"	"0"	"1"
"100091038"	"16"	"0"	"0"	"2"
"100099571"	"2"	"0"	"0"	"0"
"100008740"	"1"	"0"	"0"	"0"
"100073696"	"18"	"0"	"0"	"1"
"100105256"	"41"	"0"	"0"	"1"
"100008750"	"1"	"0"	"0"	"0"
"100102865"	"31"	"0"	"0"	"3"
"100091042"	"2"	"0"	"0"	"0"
"100106423"	"36"	"0"	"0"	"5"
"100091023"	"27"	"0"	"0"	"1"
"100003095"	"2244"	"6"	"13"	"35"
"100078152"	"2"	"0"	"0"	"1"
"100008765"	"1"	"0"	"0"	"1"
"100059627"	"1"	"1"	"1"	"2"
"100008703"	"1"	"0"	"0"	"0"
"100059599"	"12"	"1"	"1"	"2"
"100059656"	"12"	"0"	"0"	"1"
"100008809"	"2"	"0"	"1"	"1"
"100008818"	"76"	"0"	"0"	"4"
"100059675"	"92"	"0"	"0"	"3"
"100008816"	"2"	"0"	"0"	"0"
"100012699"	"1"	"0"	"0"	"1"
"100004865"	"12"	"0"	"0"	"3"
"100003219"	"3"	"0"	"0"	"1"
"100010559"	"21"	"0"	"0"	"4"
"100013584"	"1"	"0"	"0"	"1"
"100013960"	"26"	"0"	"0"	"4"
"100002131"	"4"	"0"	"1"	"3"
"100017495"	"11"	"0"	"0"	"3"
"100000989"	"24"	"1"	"1"	"4"
"100059745"	"11"	"0"	"0"	"1"
"100008844"	"1"	"0"	"0"	"1"
"100008837"	"2"	"0"	"0"	"1"
"100008845"	"1"	"0"	"0"	"1"
"100004590"	"38"	"0"	"0"	"7"
"100059840"	"18"	"0"	"0"	"1"
"100013541"	"1"	"0"	"1"	"2"
"100015747"	"169"	"0"	"0"	"1"
"100008684"	"17"	"0"	"0"	"3"
"100013586"	"1"	"0"	"0"	"1"
"100017233"	"154"	"0"	"0"	"7"
"100014041"	"13"	"0"	"1"	"2"
"100013552"	"373"	"0"	"1"	"17"
"100013619"	"1"	"0"	"0"	"1"
"100012678"	"11"	"1"	"2"	"3"
"100013581"	"15"	"0"	"0"	"6"
"100004207"	"16"	"0"	"0"	"3"
"100019288"	"12"	"1"	"1"	"3"
"100021999"	"46"	"1"	"1"	"5"
"100007838"	"89"	"0"	"0"	"4"
"100043511"	"41"	"0"	"0"	"1"
"100007922"	"37"	"0"	"0"	"4"
"100008853"	"1"	"1"	"1"	"2"
"100059835"	"1"	"0"	"0"	"1"
"100043598"	"46"	"1"	"4"	"6"
"100006976"	"2819"	"0"	"10"	"25"
"100059880"	"1"	"0"	"0"	"0"
"100044034"	"34"	"0"	"0"	"4"
"100059887"	"4"	"0"	"0"	"1"
"100003659"	"33"	"0"	"0"	"3"
"100008743"	"76"	"0"	"0"	"5"
"100003741"	"11"	"0"	"0"	"2"
"100008918"	"1"	"0"	"0"	"0"
"100009178"	"1"	"0"	"0"	"0"
"100059953"	"1"	"0"	"0"	"0"
"100008229"	"1607"	"4"	"21"	"61"
"100059327"	"2028"	"1"	"6"	"16"
"100009031"	"1"	"1"	"1"	"1"
"100059960"	"3"	"0"	"0"	"2"
"100008939"	"2"	"0"	"0"	"2"
"100060052"	"1"	"0"	"0"	"0"
"100060070"	"1"	"0"	"0"	"0"
"100059635"	"146"	"1"	"1"	"4"
"100060095"	"2"	"0"	"0"	"1"
"100008907"	"1"	"0"	"0"	"1"
"100009002"	"31"	"0"	"0"	"4"
"100033926"	"242"	"0"	"2"	"6"
"100008910"	"16"	"0"	"0"	"2"
"100008912"	"1"	"0"	"0"	"2"
"100009014"	"1"	"0"	"0"	"2"
"100009180"	"16"	"0"	"0"	"3"
"100000312"	"16"	"0"	"0"	"2"
"100060171"	"6"	"0"	"1"	"2"
"100060186"	"1"	"0"	"0"	"1"
"100008815"	"2"	"0"	"0"	"1"
"100060179"	"2"	"0"	"0"	"2"
"100060206"	"2"	"0"	"0"	"0"
"100009020"	"1"	"0"	"0"	"1"
"100008984"	"2"	"0"	"0"	"1"
"100060297"	"107"	"0"	"0"	"2"
"100060265"	"2"	"0"	"0"	"2"
"100008982"	"27"	"0"	"0"	"3"
"100008672"	"46"	"0"	"0"	"2"
"100008920"	"16"	"0"	"0"	"3"
"100008981"	"16"	"0"	"0"	"1"
"100059578"	"31"	"1"	"2"	"4"
"100060323"	"1"	"0"	"1"	"1"
"100008985"	"1"	"0"	"0"	"0"
"100008991"	"1"	"0"	"0"	"3"
"100008735"	"2"	"0"	"0"	"1"
"100059891"	"1"	"1"	"1"	"2"
"100060010"	"17"	"0"	"0"	"1"
"100060108"	"1"	"1"	"1"	"2"
"100008989"	"1"	"0"	"0"	"0"
"100009127"	"12"	"0"	"0"	"2"
"100061525"	"11"	"0"	"0"	"1"
"100059796"	"2"	"0"	"0"	"1"
"100059722"	"33"	"1"	"1"	"5"
"100116175"	"1"	"0"	"0"	"0"
"100009032"	"1"	"0"	"0"	"1"
"100116220"	"1"	"0"	"0"	"1"
"100008988"	"16"	"0"	"0"	"2"
"100009085"	"1"	"0"	"0"	"2"
"100060457"	"1"	"0"	"0"	"1"
"100060471"	"11"	"1"	"1"	"2"
"100009086"	"2"	"0"	"0"	"2"
"100116238"	"1"	"0"	"0"	"0"
"100116199"	"31"	"0"	"0"	"1"
"100060431"	"931"	"0"	"1"	"6"
"100009058"	"1"	"0"	"0"	"0"
"100060545"	"1"	"0"	"0"	"0"
"100116253"	"1"	"0"	"0"	"0"
"100116262"	"1"	"0"	"0"	"0"
"100060555"	"1"	"0"	"0"	"1"
"100116266"	"1"	"0"	"0"	"0"
"100060565"	"3"	"0"	"0"	"0"
"100059734"	"71"	"0"	"1"	"2"
"100116288"	"1"	"0"	"0"	"0"
"100005524"	"55"	"1"	"1"	"7"
"100071487"	"16"	"0"	"0"	"1"
"100060464"	"17"	"1"	"1"	"1"
"100116309"	"1"	"0"	"0"	"0"
"100060411"	"46"	"1"	"2"	"6"
"100009055"	"162"	"0"	"0"	"7"
"100116285"	"1"	"0"	"0"	"0"
"100116284"	"1"	"0"	"0"	"1"
"100116310"	"1"	"0"	"0"	"0"
"100009066"	"1"	"0"	"0"	"1"
"100060668"	"12"	"0"	"0"	"1"
"100009077"	"1"	"0"	"0"	"0"
"100060544"	"33"	"1"	"1"	"5"
"100116323"	"1"	"0"	"0"	"0"
"100116341"	"1"	"0"	"0"	"0"
"100116348"	"2"	"0"	"0"	"0"
"100008824"	"12"	"0"	"0"	"0"
"100060703"	"2"	"0"	"0"	"0"
"100059621"	"27"	"0"	"0"	"1"
"100060692"	"1"	"1"	"1"	"1"
"100009137"	"1"	"0"	"0"	"2"
"100116324"	"31"	"0"	"0"	"0"
"100060772"	"12"	"0"	"0"	"1"
"100060768"	"11"	"0"	"0"	"0"
"100009122"	"1"	"0"	"0"	"0"
"100009140"	"1"	"0"	"0"	"2"
"100009150"	"1"	"0"	"1"	"1"
"100116360"	"2"	"0"	"0"	"0"
"100116369"	"1"	"0"	"0"	"0"
"100116301"	"16"	"0"	"0"	"1"
"100008864"	"18"	"0"	"2"	"4"
"100009126"	"1"	"0"	"0"	"0"
"100060819"	"1"	"0"	"0"	"2"
"100094191"	"14"	"0"	"0"	"0"
"100009119"	"2"	"0"	"0"	"1"
"100059756"	"4"	"0"	"0"	"1"
"100009040"	"1"	"0"	"0"	"1"
"100076058"	"18"	"0"	"0"	"2"
"100060863"	"2"	"0"	"0"	"0"
"100009132"	"13"	"0"	"0"	"1"
"100060854"	"12"	"0"	"0"	"1"
"100116398"	"1"	"0"	"0"	"0"
"100116380"	"1"	"0"	"0"	"1"
"100059658"	"21"	"1"	"1"	"4"
"100116359"	"17"	"0"	"0"	"2"
"100002309"	"133"	"0"	"1"	"6"
"100116168"	"1"	"0"	"0"	"1"
"100009227"	"12"	"0"	"0"	"2"
"100060905"	"136"	"0"	"0"	"3"
"100059708"	"288"	"0"	"0"	"3"
"100009169"	"1"	"0"	"0"	"1"
"100116448"	"1"	"0"	"0"	"2"
"100009207"	"4"	"0"	"0"	"2"
"100060701"	"31"	"1"	"1"	"3"
"100116488"	"1"	"0"	"0"	"0"
"100060982"	"2"	"0"	"0"	"3"
"100060948"	"2"	"0"	"0"	"0"
"100009184"	"1"	"0"	"0"	"1"
"100116468"	"62"	"0"	"0"	"2"
"100009177"	"1"	"0"	"0"	"1"
"100009186"	"16"	"0"	"0"	"3"
"100009213"	"1"	"0"	"0"	"1"
"100031230"	"8"	"0"	"0"	"2"
"100061075"	"27"	"0"	"0"	"1"
"100009179"	"2"	"0"	"0"	"2"
"100009321"	"1"	"0"	"0"	"1"
"100061076"	"2"	"0"	"0"	"0"
"100060929"	"27"	"0"	"0"	"1"
"100061024"	"45"	"0"	"0"	"1"
"100009237"	"2"	"0"	"0"	"1"
"100061159"	"214"	"0"	"1"	"4"
"100000036"	"31"	"0"	"0"	"3"
"100116659"	"1"	"0"	"0"	"0"
"100061151"	"11"	"2"	"2"	"4"
"100008850"	"17"	"0"	"0"	"2"
"100116603"	"32"	"0"	"0"	"2"
"100022578"	"33"	"0"	"1"	"4"
"100009238"	"1"	"0"	"0"	"0"
"100061199"	"11"	"0"	"0"	"0"
"100029054"	"4"	"0"	"0"	"2"
"100012035"	"207"	"2"	"2"	"4"
"100009136"	"18"	"0"	"0"	"2"
"100079657"	"5"	"0"	"0"	"2"
"100061218"	"11"	"0"	"0"	"1"
"100009292"	"19"	"1"	"1"	"4"
"100059612"	"78"	"0"	"0"	"2"
"100060144"	"16"	"1"	"1"	"2"
"100061256"	"11"	"0"	"0"	"1"
"100009197"	"1"	"0"	"0"	"2"
"100061264"	"3"	"0"	"0"	"0"
"100061274"	"1"	"0"	"0"	"2"
"100061226"	"26"	"0"	"0"	"1"
"100061243"	"59"	"0"	"0"	"2"
"100059762"	"25"	"0"	"2"	"8"
"100061342"	"1"	"0"	"0"	"2"
"100004039"	"38"	"0"	"0"	"5"
"100061365"	"16"	"0"	"0"	"1"
"100059589"	"41"	"1"	"1"	"3"
"100061338"	"1"	"1"	"1"	"2"
"100009273"	"1"	"0"	"1"	"2"
"100009295"	"1"	"0"	"0"	"1"
"100001247"	"286"	"1"	"2"	"10"
"100008924"	"3"	"0"	"0"	"1"
"100006009"	"26"	"0"	"0"	"5"
"100061094"	"32"	"0"	"0"	"0"
"100009365"	"1"	"0"	"0"	"1"
"100009369"	"16"	"0"	"1"	"2"
"100088897"	"12"	"0"	"0"	"2"
"100009299"	"1"	"0"	"0"	"0"
"100011944"	"114"	"1"	"3"	"10"
"100068580"	"2"	"0"	"0"	"0"
"100059949"	"28"	"0"	"0"	"2"
"100116463"	"46"	"0"	"0"	"1"
"100008784"	"141"	"2"	"3"	"5"
"100000245"	"1"	"1"	"1"	"5"
"100009246"	"16"	"0"	"0"	"2"
"100062969"	"407"	"0"	"0"	"3"
"100061545"	"42"	"0"	"0"	"1"
"100059596"	"26"	"0"	"0"	"2"
"100061501"	"16"	"0"	"0"	"2"
"100009335"	"1"	"0"	"0"	"0"
"100009332"	"16"	"0"	"0"	"1"
"100088822"	"11"	"0"	"0"	"1"
"100067319"	"2"	"0"	"0"	"1"
"100008829"	"1"	"0"	"0"	"0"
"100088991"	"1"	"0"	"0"	"2"
"100060879"	"53"	"0"	"0"	"5"
"100061588"	"126"	"0"	"0"	"7"
"100061589"	"31"	"0"	"0"	"3"
"100014097"	"90"	"0"	"1"	"9"
"100004904"	"674"	"2"	"10"	"31"
"100009338"	"1"	"0"	"0"	"2"
"100088841"	"11"	"0"	"0"	"1"
"100089008"	"1"	"0"	"0"	"0"
"100009351"	"1"	"0"	"0"	"0"
"100034196"	"6"	"0"	"0"	"0"
"100089024"	"1"	"0"	"0"	"0"
"100089039"	"12"	"0"	"0"	"0"
"100061675"	"26"	"0"	"1"	"2"
"100009939"	"1"	"0"	"0"	"2"
"100061609"	"1"	"0"	"0"	"1"
"100061670"	"2"	"0"	"0"	"0"
"100009384"	"1"	"0"	"0"	"0"
"100089043"	"1"	"0"	"0"	"0"
"100061680"	"21"	"0"	"3"	"7"
"100089053"	"2"	"0"	"0"	"0"
"100009442"	"1"	"0"	"0"	"2"
"100116430"	"11"	"0"	"0"	"1"
"100061711"	"11"	"1"	"2"	"2"
"100061699"	"27"	"0"	"0"	"2"
"100089057"	"102"	"0"	"0"	"5"
"100089055"	"1"	"0"	"0"	"0"
"100008241"	"821"	"1"	"7"	"34"
"100061721"	"27"	"1"	"1"	"2"
"100089069"	"1"	"0"	"0"	"0"
"100061744"	"1"	"0"	"0"	"0"
"100060997"	"26"	"1"	"1"	"3"
"100009408"	"1"	"0"	"0"	"0"
"100061751"	"11"	"0"	"0"	"0"
"100014203"	"230"	"0"	"0"	"9"
"100061752"	"11"	"0"	"1"	"1"
"100003570"	"18"	"0"	"0"	"4"
"100009413"	"1"	"0"	"0"	"1"
"100089103"	"1"	"0"	"0"	"0"
"100098043"	"171"	"0"	"0"	"2"
"100098474"	"31"	"0"	"0"	"1"
"100089095"	"1"	"0"	"0"	"1"
"100089117"	"1"	"0"	"0"	"0"
"100009447"	"1"	"1"	"1"	"1"
"100061906"	"11"	"0"	"1"	"2"
"100001686"	"1"	"0"	"0"	"1"
"100061919"	"2"	"0"	"0"	"1"
"100009419"	"1"	"0"	"0"	"0"
"100009420"	"1"	"0"	"0"	"0"
"100002205"	"34"	"0"	"0"	"6"
"100009499"	"2"	"0"	"0"	"1"
"100009144"	"16"	"1"	"1"	"4"
"100009157"	"1"	"0"	"1"	"1"
"100009476"	"1"	"0"	"0"	"0"
"100089156"	"1"	"0"	"0"	"0"
"100061979"	"11"	"0"	"0"	"1"
"100088816"	"32"	"0"	"0"	"1"
"100089162"	"1"	"0"	"0"	"0"
"100008841"	"3"	"0"	"0"	"0"
"100061992"	"12"	"0"	"0"	"2"
"100002812"	"44"	"0"	"0"	"5"
"100022654"	"4"	"0"	"0"	"0"
"100060375"	"161"	"1"	"6"	"14"
"100089161"	"2"	"0"	"0"	"1"
"100009303"	"16"	"0"	"0"	"3"
"100062032"	"11"	"0"	"0"	"0"
"100089202"	"1"	"0"	"0"	"0"
"100089208"	"1"	"0"	"0"	"0"
"100062069"	"1"	"0"	"0"	"0"
"100008688"	"1"	"0"	"0"	"1"
"100031468"	"2"	"0"	"0"	"0"
"100009525"	"1"	"0"	"0"	"0"
"100062092"	"11"	"0"	"0"	"1"
"100062109"	"2"	"0"	"0"	"0"
"100089241"	"1"	"0"	"0"	"0"
"100088937"	"16"	"0"	"0"	"1"
"100009265"	"1"	"0"	"0"	"2"
"100089232"	"1"	"0"	"0"	"2"
"100062115"	"12"	"0"	"0"	"0"
"100009410"	"1"	"0"	"0"	"0"
"100009527"	"1"	"0"	"0"	"0"
"100062084"	"11"	"0"	"0"	"2"
"100009216"	"1"	"0"	"0"	"2"
"100062206"	"11"	"0"	"1"	"2"
"100009314"	"31"	"0"	"0"	"3"
"100062138"	"33"	"0"	"0"	"1"
"100062142"	"6"	"0"	"1"	"4"
"100008827"	"1"	"0"	"0"	"1"
"100008978"	"1"	"0"	"0"	"1"
"100062186"	"31"	"0"	"1"	"4"
"100009000"	"1"	"0"	"0"	"1"
"100009360"	"1"	"0"	"0"	"1"
"100088919"	"31"	"0"	"0"	"1"
"100089289"	"11"	"0"	"0"	"2"
"100089290"	"25"	"0"	"0"	"2"
"100060563"	"8"	"0"	"0"	"3"
"100008787"	"16"	"0"	"0"	"2"
"100034344"	"148"	"0"	"0"	"4"
"100060590"	"41"	"1"	"1"	"4"
"100008770"	"1"	"0"	"0"	"0"
"100009530"	"1"	"0"	"0"	"0"
